Tabela_Final_País,Tabela_Final_Código,Tabela_Final_Ano,Tabela_Final_Energia_Hídrica_,Tabela_Final_Energia_Éolica_,Tabela_Final_Energia_Solar_,Tabela_Final_Energia_Renovável_,Tabela_Final_Renewables_bins_
North Macedonia,MKD,2021,26.01,1.52,0.51,14.82,14.48
Norway,NOR,1985,99.12,0.00,0.00,69.53,57.92
Norway,NOR,1986,98.89,0.00,0.00,66.98,57.92
Norway,NOR,1987,99.03,0.00,0.00,68.43,57.92
Norway,NOR,1988,98.94,0.00,0.00,69.98,57.92
Norway,NOR,1989,99.33,0.00,0.00,71.44,57.92
Norway,NOR,1990,99.74,0.00,0.00,72.45,72.40
Norway,NOR,1991,99.70,0.00,0.00,71.44,57.92
Norway,NOR,1992,99.71,0.00,0.00,71.87,57.92
Norway,NOR,1993,99.68,0.01,0.00,71.18,57.92
Norway,NOR,1994,99.50,0.01,0.00,69.03,57.92
Norway,NOR,1995,99.51,0.01,0.00,70.81,57.92
Norway,NOR,1996,99.32,0.01,0.00,66.01,57.92
Norway,NOR,1997,99.46,0.01,0.00,66.31,57.92
Norway,NOR,1998,99.48,0.01,0.00,67.22,57.92
Norway,NOR,1999,99.43,0.02,0.00,68.74,57.92
Norway,NOR,2000,99.57,0.02,0.00,72.40,72.40
Norway,NOR,2001,99.42,0.02,0.00,67.58,57.92
Norway,NOR,2002,99.42,0.06,0.00,69.31,57.92
Norway,NOR,2003,98.96,0.21,0.00,63.82,57.92
Norway,NOR,2004,98.91,0.23,0.00,64.24,57.92
Norway,NOR,2005,98.97,0.36,0.00,69.74,57.92
Norway,NOR,2006,98.58,0.53,0.00,66.74,57.92
Norway,NOR,2007,98.32,0.65,0.00,69.24,57.92
Norway,NOR,2008,98.60,0.65,0.00,69.90,57.92
Norway,NOR,2009,95.71,0.75,0.00,67.79,57.92
Norway,NOR,2010,94.84,0.71,0.00,65.47,57.92
Norway,NOR,2011,95.30,1.01,0.00,66.30,57.92
Norway,NOR,2012,96.70,1.06,0.00,70.10,57.92
Norway,NOR,2013,96.15,1.41,0.00,67.51,57.92
Norway,NOR,2014,96.12,1.58,0.00,68.89,57.92
Norway,NOR,2015,95.97,1.76,0.00,68.88,57.92
Norway,NOR,2016,96.41,1.43,0.00,69.87,57.92
Norway,NOR,2017,95.93,1.92,0.00,69.26,57.92
Norway,NOR,2018,95.17,2.66,0.00,68.86,57.92
Norway,NOR,2019,93.62,4.13,0.01,67.09,57.92
Norway,NOR,2020,91.93,6.46,0.02,70.96,57.92
Norway,NOR,2021,91.73,7.49,0.02,71.56,57.92
Oman,OMN,1985,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1986,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1987,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1988,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1989,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1990,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1991,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1992,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1993,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1994,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1995,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1996,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1997,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1998,0.00,0.00,0.00,0.00,0.00
Oman,OMN,1999,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2000,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2001,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2002,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2003,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2004,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2005,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2006,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2007,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2008,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2009,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2010,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2011,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2012,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2013,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2014,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2015,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2016,0.00,0.00,0.00,0.00,0.00
Oman,OMN,2017,0.00,0.00,0.06,0.01,0.00
Oman,OMN,2018,0.00,0.00,0.06,0.01,0.00
Oman,OMN,2019,0.00,0.00,0.06,0.02,0.00
Oman,OMN,2020,0.00,0.00,0.38,0.22,0.00
Pakistan,PAK,1985,45.18,0.00,0.00,17.65,14.48
Pakistan,PAK,1986,38.50,0.00,0.00,15.93,14.48
Pakistan,PAK,1987,45.05,0.00,0.00,18.67,14.48
Pakistan,PAK,1988,42.20,0.00,0.00,18.42,14.48
Pakistan,PAK,1989,40.75,0.00,0.00,17.65,14.48
Pakistan,PAK,1990,37.15,0.00,0.00,16.54,14.48
Pakistan,PAK,1991,36.41,0.00,0.00,16.70,14.48
Pakistan,PAK,1992,37.23,0.00,0.00,17.34,14.48
Pakistan,PAK,1993,38.47,0.00,0.00,17.23,14.48
Pakistan,PAK,1994,37.16,0.00,0.00,16.35,14.48
Pakistan,PAK,1995,35.68,0.00,0.00,16.38,14.48
Pakistan,PAK,1996,36.70,0.00,0.00,16.76,14.48
Pakistan,PAK,1997,29.52,0.00,0.00,12.90,0.00
Pakistan,PAK,1998,36.31,0.00,0.00,15.71,14.48
Pakistan,PAK,1999,32.93,0.00,0.00,13.42,0.00
Pakistan,PAK,2000,26.85,0.00,0.00,11.34,0.00
Pakistan,PAK,2001,27.23,0.00,0.00,11.42,0.00
Pakistan,PAK,2002,30.55,0.00,0.00,12.19,0.00
Pakistan,PAK,2003,34.42,0.00,0.00,13.33,0.00
Pakistan,PAK,2004,31.32,0.00,0.00,12.68,0.00
Pakistan,PAK,2005,34.09,0.00,0.00,13.60,0.00
Pakistan,PAK,2006,33.54,0.00,0.00,12.63,0.00
Pakistan,PAK,2007,31.31,0.00,0.00,12.37,0.00
Pakistan,PAK,2008,31.36,0.00,0.00,10.55,0.00
Pakistan,PAK,2009,30.15,0.01,0.00,10.89,0.00
Pakistan,PAK,2010,33.33,0.01,0.01,11.17,0.00
Pakistan,PAK,2011,29.77,0.02,0.03,11.41,0.00
Pakistan,PAK,2012,30.13,0.01,0.07,4.32,0.00
Pakistan,PAK,2013,30.07,0.38,0.13,11.52,0.00
Pakistan,PAK,2014,29.95,0.75,0.22,11.50,0.00
Pakistan,PAK,2015,30.53,0.70,0.34,11.17,0.00
Pakistan,PAK,2016,25.77,1.08,0.55,11.09,0.00
Pakistan,PAK,2017,21.01,1.60,0.70,9.68,0.00
Pakistan,PAK,2018,26.45,2.26,0.66,9.42,0.00
Pakistan,PAK,2019,25.94,2.12,0.68,11.02,0.00
Pakistan,PAK,2020,27.31,2.10,0.75,12.02,0.00
Pakistan,PAK,2021,25.97,1.92,0.84,10.62,0.00
Peru,PER,1985,77.47,0.00,0.00,26.95,14.48
Peru,PER,1986,77.70,0.00,0.00,26.93,14.48
Peru,PER,1987,77.67,0.00,0.00,27.02,14.48
Peru,PER,1988,76.91,0.00,0.00,26.55,14.48
Peru,PER,1989,76.54,0.00,0.00,29.12,28.96
Peru,PER,1990,75.82,0.00,0.00,29.30,28.96
Peru,PER,1991,79.35,0.00,0.00,32.35,28.96
Peru,PER,1992,73.84,0.00,0.00,28.07,14.48
Peru,PER,1993,79.68,0.00,0.00,31.20,28.96
Peru,PER,1994,80.34,0.00,0.00,30.98,28.96
Peru,PER,1995,76.64,0.00,0.00,28.91,14.48
Peru,PER,1996,77.11,0.00,0.00,28.78,14.48
Peru,PER,1997,73.60,0.00,0.00,28.34,14.48
Peru,PER,1998,74.31,0.00,0.00,29.42,28.96
Peru,PER,1999,76.33,0.00,0.00,30.11,28.96
Peru,PER,2000,81.93,0.00,0.00,32.50,28.96
Peru,PER,2001,85.36,0.00,0.00,35.53,28.96
Peru,PER,2002,82.72,0.00,0.00,35.35,28.96
Peru,PER,2003,81.59,0.00,0.00,36.60,28.96
Peru,PER,2004,72.75,0.00,0.00,32.30,28.96
Peru,PER,2005,70.64,0.00,0.00,31.85,28.96
Peru,PER,2006,72.96,0.00,0.00,34.13,28.96
Peru,PER,2007,66.40,0.00,0.00,31.04,28.96
Peru,PER,2008,59.23,0.00,0.00,28.02,14.48
Peru,PER,2009,61.32,0.00,0.00,28.33,14.48
Peru,PER,2010,57.88,0.00,0.00,25.21,14.48
Peru,PER,2011,56.97,0.00,0.00,24.35,14.48
Peru,PER,2012,55.02,0.00,0.23,24.01,14.48
Peru,PER,2013,53.04,0.00,0.58,24.14,14.48
Peru,PER,2014,50.56,0.60,0.58,23.94,14.48
Peru,PER,2015,50.76,1.30,0.63,24.02,14.48
Peru,PER,2016,47.99,2.13,0.62,22.58,14.48
Peru,PER,2017,54.84,2.04,0.69,26.17,14.48
Peru,PER,2018,55.62,2.74,1.37,26.80,14.48
Peru,PER,2019,55.27,2.92,1.38,26.62,14.48
Peru,PER,2020,57.74,3.43,1.50,30.74,28.96
Peru,PER,2021,54.85,3.11,1.41,27.74,14.48
Philippines,PHL,1985,24.39,0.00,0.00,24.90,14.48
Philippines,PHL,1986,28.69,0.00,0.00,24.76,14.48
Philippines,PHL,1987,23.17,0.00,0.00,19.91,14.48
Philippines,PHL,1988,25.53,0.00,0.00,20.46,14.48
Philippines,PHL,1989,25.36,0.00,0.00,20.05,14.48
Philippines,PHL,1990,23.03,0.00,0.00,18.94,14.48
Philippines,PHL,1991,20.06,0.00,0.00,17.74,14.48
Philippines,PHL,1992,17.16,0.00,0.00,14.22,0.00
Philippines,PHL,1993,18.92,0.00,0.00,14.52,14.48
Philippines,PHL,1994,19.25,0.00,0.00,15.57,14.48
Philippines,PHL,1995,18.57,0.00,0.00,14.21,0.00
Philippines,PHL,1996,19.15,0.00,0.00,14.50,14.48
Philippines,PHL,1997,15.25,0.00,0.00,13.20,0.00
Philippines,PHL,1998,12.18,0.00,0.00,13.61,0.00
Philippines,PHL,1999,18.92,0.00,0.00,17.62,14.48
Philippines,PHL,2000,17.69,0.00,0.00,18.60,14.48
Philippines,PHL,2001,15.55,0.00,0.00,16.95,14.48
Philippines,PHL,2002,14.96,0.00,0.00,16.69,14.48
Philippines,PHL,2003,15.37,0.00,0.00,16.42,14.48
Philippines,PHL,2004,15.86,0.00,0.00,16.85,14.48
Philippines,PHL,2005,15.32,0.04,0.00,16.32,14.48
Philippines,PHL,2006,18.05,0.09,0.00,18.69,14.48
Philippines,PHL,2007,14.85,0.11,0.00,16.43,14.48
Philippines,PHL,2008,16.71,0.10,0.00,17.31,14.48
Philippines,PHL,2009,16.32,0.10,0.00,16.68,14.48
Philippines,PHL,2010,11.93,0.09,0.00,14.19,0.00
Philippines,PHL,2011,13.89,0.13,0.00,15.43,14.48
Philippines,PHL,2012,13.93,0.11,0.00,15.56,14.48
Philippines,PHL,2013,13.18,0.09,0.00,13.85,0.00
Philippines,PHL,2014,11.72,0.19,0.03,13.01,0.00
Philippines,PHL,2015,10.41,0.91,0.17,12.50,0.00
Philippines,PHL,2016,8.84,1.08,1.21,11.98,0.00
Philippines,PHL,2017,10.09,1.16,1.27,11.50,0.00
Philippines,PHL,2018,9.31,1.15,1.25,11.20,0.00
Philippines,PHL,2019,7.48,0.98,1.19,10.23,0.00
Philippines,PHL,2020,7.60,1.01,1.36,11.04,0.00
Philippines,PHL,2021,7.39,1.08,1.39,10.90,0.00
Poland,POL,1985,1.34,0.00,0.00,0.46,0.00
Poland,POL,1986,1.10,0.00,0.00,0.38,0.00
Poland,POL,1987,1.14,0.00,0.00,0.36,0.00
Poland,POL,1988,1.24,0.00,0.00,0.37,0.00
Poland,POL,1989,1.11,0.00,0.00,0.35,0.00
Poland,POL,1990,1.07,0.00,0.00,0.36,0.00
Poland,POL,1991,1.07,0.00,0.00,0.38,0.00
Poland,POL,1992,1.16,0.00,0.00,0.42,0.00
Poland,POL,1993,1.13,0.00,0.00,0.41,0.00
Poland,POL,1994,1.30,0.00,0.00,0.49,0.00
Poland,POL,1995,1.38,0.00,0.00,0.52,0.00
Poland,POL,1996,1.37,0.00,0.00,0.53,0.00
Poland,POL,1997,1.39,0.00,0.00,0.55,0.00
Poland,POL,1998,1.64,0.00,0.00,0.68,0.00
Poland,POL,1999,1.54,0.00,0.00,0.65,0.00
Poland,POL,2000,1.47,0.00,0.00,0.68,0.00
Poland,POL,2001,1.62,0.01,0.00,0.82,0.00
Poland,POL,2002,1.60,0.04,0.00,0.82,0.00
Poland,POL,2003,1.11,0.08,0.00,0.68,0.00
Poland,POL,2004,1.37,0.09,0.00,0.89,0.00
Poland,POL,2005,1.42,0.09,0.00,1.14,0.00
Poland,POL,2006,1.27,0.16,0.00,1.25,0.00
Poland,POL,2007,1.48,0.33,0.00,1.56,0.00
Poland,POL,2008,1.39,0.54,0.00,2.21,0.00
Poland,POL,2009,1.58,0.71,0.00,3.07,0.00
Poland,POL,2010,1.86,1.06,0.00,3.45,0.00
Poland,POL,2011,1.43,1.96,0.00,4.04,0.00
Poland,POL,2012,1.26,2.94,0.00,5.23,0.00
Poland,POL,2013,1.49,3.66,0.00,5.17,0.00
Poland,POL,2014,1.38,4.85,0.01,6.06,0.00
Poland,POL,2015,1.11,6.61,0.04,6.56,0.00
Poland,POL,2016,1.29,7.58,0.07,6.05,0.00
Poland,POL,2017,1.51,8.77,0.10,6.19,0.00
Poland,POL,2018,1.16,7.55,0.18,5.85,0.00
Poland,POL,2019,1.20,9.27,0.44,6.99,0.00
Poland,POL,2020,1.35,10.05,1.25,7.77,0.00
Poland,POL,2021,1.31,9.08,2.20,7.76,0.00
Portugal,PRT,1985,56.58,0.00,0.00,22.15,14.48
Portugal,PRT,1986,41.83,0.00,0.00,17.00,14.48
Portugal,PRT,1987,45.46,0.00,0.00,17.79,14.48
Portugal,PRT,1988,54.40,0.00,0.00,21.13,14.48
Portugal,PRT,1989,22.55,0.00,0.00,9.89,0.00
Portugal,PRT,1990,32.26,0.00,0.00,14.76,14.48
Portugal,PRT,1991,30.38,0.00,0.00,14.24,0.00
Portugal,PRT,1992,15.57,0.00,0.00,7.97,0.00
Portugal,PRT,1993,27.49,0.03,0.00,13.15,0.00
Portugal,PRT,1994,33.99,0.06,0.00,15.61,14.48
Portugal,PRT,1995,25.13,0.06,0.00,11.51,0.00
Portugal,PRT,1996,42.87,0.06,0.00,18.71,14.48
Portugal,PRT,1997,38.37,0.12,0.00,16.63,14.48
Portugal,PRT,1998,33.36,0.23,0.00,15.16,14.48
Portugal,PRT,1999,16.92,0.28,0.00,9.10,0.00
Portugal,PRT,2000,26.10,0.39,0.00,13.07,0.00
Portugal,PRT,2001,30.39,0.56,0.00,15.65,14.48
Portugal,PRT,2002,17.09,0.79,0.00,9.75,0.00
Portugal,PRT,2003,33.79,1.07,0.00,17.06,14.48
Portugal,PRT,2004,22.02,1.83,0.00,12.09,0.00
Portugal,PRT,2005,10.24,3.83,0.00,8.12,0.00
Portugal,PRT,2006,22.65,6.03,0.00,15.57,14.48
Portugal,PRT,2007,21.52,8.62,0.04,16.14,14.48
Portugal,PRT,2008,14.95,12.66,0.09,15.15,14.48
Portugal,PRT,2009,16.73,15.32,0.32,18.85,14.48
Portugal,PRT,2010,30.08,17.10,0.39,27.39,14.48
Portugal,PRT,2011,22.24,17.66,0.54,24.51,14.48
Portugal,PRT,2012,12.33,22.51,0.86,21.70,14.48
Portugal,PRT,2013,27.17,23.77,0.95,29.11,28.96
Portugal,PRT,2014,29.97,23.31,1.21,30.29,28.96
Portugal,PRT,2015,16.89,22.64,1.56,24.46,14.48
Portugal,PRT,2016,26.59,21.09,1.47,29.28,28.96
Portugal,PRT,2017,10.23,21.23,1.72,21.44,14.48
Portugal,PRT,2018,21.21,21.61,1.73,26.90,14.48
Portugal,PRT,2019,17.05,26.43,2.59,26.40,14.48
Portugal,PRT,2020,23.44,23.87,3.34,31.72,28.96
Portugal,PRT,2021,24.09,26.74,4.53,32.70,28.96
Qatar,QAT,1985,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1986,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1987,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1988,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1989,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1990,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1991,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1992,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1993,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1994,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1995,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1996,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1997,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1998,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,1999,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2000,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2001,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2002,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2003,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2004,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2005,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2006,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2007,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2008,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2009,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2010,0.00,0.00,0.00,0.00,0.00
Qatar,QAT,2011,0.00,0.00,0.00,0.09,0.00
Qatar,QAT,2012,0.00,0.00,0.00,0.08,0.00
Qatar,QAT,2013,0.00,0.00,0.00,0.08,0.00
Qatar,QAT,2014,0.00,0.00,0.03,0.07,0.00
Qatar,QAT,2015,0.00,0.00,0.03,0.06,0.00
Qatar,QAT,2016,0.00,0.00,0.03,0.07,0.00
Qatar,QAT,2017,0.00,0.00,0.02,0.07,0.00
Qatar,QAT,2018,0.00,0.00,0.02,0.07,0.00
Qatar,QAT,2019,0.00,0.00,0.02,0.07,0.00
Qatar,QAT,2020,0.00,0.00,0.02,0.08,0.00
Romania,ROU,1985,17.70,0.00,0.00,5.26,0.00
Romania,ROU,1986,14.32,0.00,0.00,4.38,0.00
Romania,ROU,1987,15.13,0.00,0.00,4.38,0.00
Romania,ROU,1988,19.62,0.00,0.00,5.67,0.00
Romania,ROU,1989,18.03,0.00,0.00,5.24,0.00
Romania,ROU,1990,17.74,0.00,0.00,4.59,0.00
Romania,ROU,1991,25.69,0.00,0.00,6.91,0.00
Romania,ROU,1992,21.66,0.00,0.00,6.28,0.00
Romania,ROU,1993,23.07,0.00,0.00,7.05,0.00
Romania,ROU,1994,23.71,0.00,0.00,7.64,0.00
Romania,ROU,1995,28.26,0.00,0.00,8.90,0.00
Romania,ROU,1996,25.82,0.00,0.00,8.45,0.00
Romania,ROU,1997,30.87,0.00,0.00,9.90,0.00
Romania,ROU,1998,35.63,0.00,0.00,11.67,0.00
Romania,ROU,1999,36.24,0.00,0.00,12.84,0.00
Romania,ROU,2000,28.67,0.00,0.00,10.40,0.00
Romania,ROU,2001,27.86,0.00,0.00,10.31,0.00
Romania,ROU,2002,29.49,0.00,0.00,10.62,0.00
Romania,ROU,2003,24.18,0.00,0.00,8.72,0.00
Romania,ROU,2004,29.23,0.00,0.00,10.41,0.00
Romania,ROU,2005,34.02,0.00,0.00,12.63,0.00
Romania,ROU,2006,29.28,0.00,0.00,11.17,0.00
Romania,ROU,2007,25.89,0.00,0.00,10.03,0.00
Romania,ROU,2008,26.48,0.00,0.00,10.70,0.00
Romania,ROU,2009,26.90,0.02,0.00,10.99,0.00
Romania,ROU,2010,32.80,0.51,0.00,14.14,0.00
Romania,ROU,2011,23.76,2.24,0.00,11.03,0.00
Romania,ROU,2012,20.53,4.49,0.02,10.44,0.00
Romania,ROU,2013,25.55,7.72,0.72,14.89,14.48
Romania,ROU,2014,28.84,9.51,2.49,17.90,14.48
Romania,ROU,2015,25.23,10.71,3.00,18.52,14.48
Romania,ROU,2016,27.91,10.20,2.82,18.94,14.48
Romania,ROU,2017,22.66,11.59,2.91,16.68,14.48
Romania,ROU,2018,27.41,9.81,2.75,17.54,14.48
Romania,ROU,2019,26.33,11.44,3.01,16.84,14.48
Romania,ROU,2020,27.65,12.50,3.11,17.58,14.48
Romania,ROU,2021,29.44,11.13,2.88,17.48,14.48
Russia,RUS,1985,16.60,0.00,0.00,4.94,0.00
Russia,RUS,1986,16.41,0.00,0.00,5.00,0.00
Russia,RUS,1987,15.52,0.00,0.00,4.79,0.00
Russia,RUS,1988,15.10,0.00,0.00,4.66,0.00
Russia,RUS,1989,14.84,0.00,0.00,4.61,0.00
Russia,RUS,1990,15.42,0.00,0.00,4.90,0.00
Russia,RUS,1991,15.74,0.00,0.00,5.00,0.00
Russia,RUS,1992,17.11,0.00,0.00,5.34,0.00
Russia,RUS,1993,18.22,0.00,0.00,5.78,0.00
Russia,RUS,1994,20.08,0.00,0.00,6.39,0.00
Russia,RUS,1995,20.49,0.00,0.00,6.77,0.00
Russia,RUS,1996,18.21,0.00,0.00,6.16,0.00
Russia,RUS,1997,18.87,0.00,0.00,6.64,0.00
Russia,RUS,1998,19.16,0.00,0.00,6.70,0.00
Russia,RUS,1999,18.97,0.00,0.00,6.70,0.00
Russia,RUS,2000,19.69,0.00,0.00,6.73,0.00
Russia,RUS,2001,20.62,0.00,0.00,6.98,0.00
Russia,RUS,2002,19.16,0.00,0.00,6.49,0.00
Russia,RUS,2003,17.93,0.00,0.00,6.08,0.00
Russia,RUS,2004,19.84,0.00,0.00,6.75,0.00
Russia,RUS,2005,19.15,0.00,0.00,6.60,0.00
Russia,RUS,2006,18.39,0.00,0.00,6.31,0.00
Russia,RUS,2007,18.43,0.00,0.00,6.37,0.00
Russia,RUS,2008,16.73,0.00,0.00,5.87,0.00
Russia,RUS,2009,18.52,0.00,0.00,6.49,0.00
Russia,RUS,2010,16.93,0.00,0.00,5.93,0.00
Russia,RUS,2011,16.59,0.00,0.00,5.59,0.00
Russia,RUS,2012,16.35,0.00,0.00,5.55,0.00
Russia,RUS,2013,18.04,0.00,0.00,6.19,0.00
Russia,RUS,2014,17.38,0.01,0.02,5.89,0.00
Russia,RUS,2015,16.62,0.01,0.03,5.77,0.00
Russia,RUS,2016,17.85,0.01,0.04,6.17,0.00
Russia,RUS,2017,17.84,0.01,0.05,6.12,0.00
Russia,RUS,2018,18.25,0.02,0.07,6.05,0.00
Russia,RUS,2019,18.31,0.03,0.12,6.20,0.00
Russia,RUS,2020,20.35,0.12,0.19,7.07,0.00
Russia,RUS,2021,19.32,0.35,0.21,6.62,0.00
Saudi Arabia,SAU,1985,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1986,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1987,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1988,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1989,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1990,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1991,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1992,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1993,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1994,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1995,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1996,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1997,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1998,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,1999,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2000,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2001,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2002,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2003,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2004,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2005,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2006,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2007,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2008,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2009,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2010,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2011,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,SAU,2012,0.00,0.00,0.01,0.00,0.00
Saudi Arabia,SAU,2013,0.00,0.00,0.01,0.00,0.00
Saudi Arabia,SAU,2014,0.00,0.00,0.02,0.00,0.00
Saudi Arabia,SAU,2015,0.00,0.00,0.01,0.00,0.00
Saudi Arabia,SAU,2016,0.00,0.00,0.01,0.00,0.00
Saudi Arabia,SAU,2017,0.00,0.00,0.02,0.01,0.00
Saudi Arabia,SAU,2018,0.00,0.00,0.05,0.01,0.00
Saudi Arabia,SAU,2019,0.00,0.00,0.06,0.02,0.00
Saudi Arabia,SAU,2020,0.00,0.00,0.06,0.02,0.00
Singapore,SGP,1985,0.00,0.00,0.00,0.00,0.00
Singapore,SGP,1986,0.00,0.00,0.00,0.16,0.00
Singapore,SGP,1987,0.00,0.00,0.00,0.16,0.00
Singapore,SGP,1988,0.00,0.00,0.00,0.14,0.00
Singapore,SGP,1989,0.00,0.00,0.00,0.12,0.00
Singapore,SGP,1990,0.00,0.00,0.00,0.10,0.00
Singapore,SGP,1991,0.00,0.00,0.00,0.28,0.00
Singapore,SGP,1992,0.00,0.00,0.00,0.26,0.00
Singapore,SGP,1993,0.00,0.00,0.00,0.24,0.00
Singapore,SGP,1994,0.00,0.00,0.00,0.21,0.00
Singapore,SGP,1995,0.00,0.00,0.00,0.20,0.00
Singapore,SGP,1996,0.00,0.00,0.00,0.20,0.00
Singapore,SGP,1997,0.00,0.00,0.00,0.19,0.00
Singapore,SGP,1998,0.00,0.00,0.00,0.19,0.00
Singapore,SGP,1999,0.00,0.00,0.00,0.19,0.00
Singapore,SGP,2000,0.00,0.00,0.00,0.18,0.00
Singapore,SGP,2001,0.00,0.00,0.00,0.30,0.00
Singapore,SGP,2002,0.00,0.00,0.00,0.31,0.00
Singapore,SGP,2003,0.00,0.00,0.00,0.34,0.00
Singapore,SGP,2004,0.00,0.00,0.00,0.29,0.00
Singapore,SGP,2005,0.00,0.00,0.00,0.28,0.00
Singapore,SGP,2006,0.00,0.00,0.00,0.25,0.00
Singapore,SGP,2007,0.00,0.00,0.00,0.24,0.00
Singapore,SGP,2008,0.00,0.00,0.00,0.24,0.00
Singapore,SGP,2009,0.00,0.00,0.00,0.23,0.00
Singapore,SGP,2010,0.00,0.00,0.00,0.24,0.00
Singapore,SGP,2011,0.00,0.00,0.02,0.23,0.00
Singapore,SGP,2012,0.00,0.00,0.02,0.25,0.00
Singapore,SGP,2013,0.00,0.00,0.04,0.27,0.00
Singapore,SGP,2014,0.00,0.00,0.09,0.28,0.00
Singapore,SGP,2015,0.00,0.00,0.15,0.29,0.00
Singapore,SGP,2016,0.00,0.00,0.31,0.29,0.00
